doi,task,taskLabel,score,rank
10.1016/j.inffus.2023.101918,http://h-da.de/ml-ontology/audio_regression,audio regression,0.3504725992679596,3
10.1016/j.inffus.2025.103242,http://h-da.de/ml-ontology/association_rule_learning,association rule learning,0.3513752222061157,1
10.1016/j.infrared.2025.105836,http://h-da.de/ml-ontology/image_classification,image classification,0.35386422276496887,1
10.1016/j.inpa.2022.10.005,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3676449656486511,1
10.1016/j.ins.2025.122451,http://h-da.de/ml-ontology/named_entity_recognition,named entity recognition,0.4611858129501343,1
10.1016/j.ins.2025.122451,http://h-da.de/ml-ontology/text_analytics,text analytics,0.42774665355682373,2
10.1016/j.is.2023.102340,http://h-da.de/ml-ontology/action_recognition,action recognition,0.4488224387168884,1
10.1016/j.isatra.2021.04.030,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.39090242981910706,1
10.1016/j.isatra.2025.07.021,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35756951570510864,1
10.1016/j.isatra.2025.08.027,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.38429784774780273,1
10.1016/j.isatra.2025.08.027,http://h-da.de/ml-ontology/audio_regression,audio regression,0.3782534599304199,2
10.1016/j.isprsjprs.2015.09.007,http://h-da.de/ml-ontology/image_classification,image classification,0.36073070764541626,1
10.1016/j.istruc.2022.10.019,http://h-da.de/ml-ontology/audio_classification,audio classification,0.3609342873096466,1
10.1016/j.istruc.2023.01.068,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3797941207885742,1
10.1016/j.istruc.2025.109036,http://h-da.de/ml-ontology/classification,classification,0.38607412576675415,1
10.1016/j.istruc.2025.109036,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3503307104110718,2
10.1016/j.istruc.2025.110050,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.36694204807281494,1
10.1016/j.iswa.2024.200372,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.40034157037734985,1
10.1016/j.iswa.2024.200438,http://h-da.de/ml-ontology/image_classification,image classification,0.3525901138782501,1
10.1016/j.jafr.2024.101406,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35066381096839905,1
10.1016/j.jag.2022.102725,http://h-da.de/ml-ontology/image_regression,image regression,0.3658277094364166,1
10.1016/j.jag.2022.103069,http://h-da.de/ml-ontology/image_regression,image regression,0.39046669006347656,1
10.1016/j.jag.2022.103069,http://h-da.de/ml-ontology/video_regression,video regression,0.36285072565078735,2
10.1016/j.jbi.2022.104122,http://h-da.de/ml-ontology/link_prediction,link prediction,0.36472219228744507,1
10.1016/j.jbi.2023.104285,http://h-da.de/ml-ontology/named_entity_recognition,named entity recognition,0.36566388607025146,1
10.1016/j.jbi.2024.104706,http://h-da.de/ml-ontology/anomaly_detection,anomaly detection,0.3594590425491333,1
10.1016/j.jbusres.2014.02.015,http://h-da.de/ml-ontology/recommendation,recommendation,0.430177241563797,1
10.1016/j.jclepro.2019.01.031,http://h-da.de/ml-ontology/classification,classification,0.3884536325931549,1
10.1016/j.jclepro.2019.01.031,http://h-da.de/ml-ontology/tabular_regression,tabular regression,0.3721243143081665,2
10.1016/j.jclepro.2019.01.031,http://h-da.de/ml-ontology/regression,regression,0.35711994767189026,3
10.1016/j.jclepro.2019.01.031,http://h-da.de/ml-ontology/tabular_classification,tabular classification,0.35127976536750793,4
10.1016/j.jclepro.2022.131852,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.4009743332862854,1
10.1016/j.jclepro.2022.133406,http://h-da.de/ml-ontology/audio_regression,audio regression,0.36959367990493774,1
10.1016/j.jclepro.2022.133406,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.35767608880996704,2
10.1016/j.jclepro.2022.133406,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3574613630771637,3
10.1016/j.jclepro.2023.137177,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.4074447751045227,1
10.1016/j.jclepro.2025.145727,http://h-da.de/ml-ontology/classification,classification,0.36531490087509155,1
10.1016/j.jclepro.2025.145727,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3614366352558136,2
10.1016/j.jclepro.2025.146560,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3506847023963928,1
10.1016/j.jddst.2023.105201,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.4062039256095886,1
10.1016/j.jece.2025.118844,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35128962993621826,1
10.1016/j.jedc.2023.104607,http://h-da.de/ml-ontology/link_prediction,link prediction,0.4300539791584015,1
10.1016/j.jenvman.2023.118594,http://h-da.de/ml-ontology/anomaly_detection,anomaly detection,0.3946229815483093,1
10.1016/j.jenvman.2023.118594,http://h-da.de/ml-ontology/time_series_classification,time series classification,0.358425498008728,2
10.1016/j.jenvman.2023.118594,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35450127720832825,3
10.1016/j.jenvman.2024.120309,http://h-da.de/ml-ontology/classification,classification,0.4078882038593292,1
10.1016/j.jenvman.2024.124011,http://h-da.de/ml-ontology/anomaly_detection,anomaly detection,0.448455810546875,1
10.1016/j.jenvman.2025.124029,http://h-da.de/ml-ontology/image_regression,image regression,0.351887583732605,1
10.1016/j.jer.2023.100051,http://h-da.de/ml-ontology/audio_classification,audio classification,0.48590487241744995,1
10.1016/j.jer.2023.100051,http://h-da.de/ml-ontology/audio_regression,audio regression,0.382283091545105,2
10.1016/j.jer.2025.01.002,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3676431179046631,1
10.1016/j.jestch.2024.101743,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3633209466934204,1
10.1016/j.jfca.2019.103388,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35972878336906433,1
10.1016/j.jgsce.2025.205549,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3723090887069702,1
10.1016/j.jgsce.2025.205714,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3514750301837921,1
10.1016/j.jia.2023.02.011,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.350405216217041,1
10.1016/j.jii.2023.100439,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.411737859249115,1
10.1016/j.jii.2024.100621,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3613657057285309,1
10.1016/j.jii.2025.100920,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35429269075393677,1
10.1016/j.jii.2025.100970,http://h-da.de/ml-ontology/anomaly_detection,anomaly detection,0.4461933970451355,1
10.1016/j.jik.2023.100355,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3977423906326294,1
10.1016/j.jjimei.2024.100303,http://h-da.de/ml-ontology/recommendation,recommendation,0.5597257614135742,1
10.1016/j.jksuci.2023.02.010,http://h-da.de/ml-ontology/anomaly_detection,anomaly detection,0.46756356954574585,1
10.1016/j.jmapro.2018.08.038,http://h-da.de/ml-ontology/audio_classification,audio classification,0.37538039684295654,1
10.1016/j.jmapro.2019.10.020,http://h-da.de/ml-ontology/audio_classification,audio classification,0.38920390605926514,1
10.1016/j.jmapro.2019.10.020,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3847939968109131,2
10.1016/j.jmapro.2019.10.020,http://h-da.de/ml-ontology/audio_regression,audio regression,0.38011595606803894,3
10.1016/j.jmapro.2020.08.043,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.389466792345047,1
10.1016/j.jmapro.2020.08.043,http://h-da.de/ml-ontology/time_series_classification,time series classification,0.3678478002548218,2
10.1016/j.jmapro.2021.09.044,http://h-da.de/ml-ontology/audio_regression,audio regression,0.364767849445343,1
10.1016/j.jmapro.2022.01.020,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.37874290347099304,1
10.1016/j.jmapro.2022.02.057,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3630629777908325,1
10.1016/j.jmapro.2022.02.057,http://h-da.de/ml-ontology/audio_regression,audio regression,0.3505247235298157,2
10.1016/j.jmapro.2022.10.002,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3833674192428589,1
10.1016/j.jmapro.2022.10.002,http://h-da.de/ml-ontology/audio_classification,audio classification,0.38307809829711914,2
10.1016/j.jmapro.2022.10.064,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35101330280303955,1
10.1016/j.jmapro.2025.06.059,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.36695387959480286,1
10.1016/j.jmrt.2023.06.006,http://h-da.de/ml-ontology/classification,classification,0.3531707525253296,1
10.1016/j.jmsy.2019.01.004,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3690219223499298,1
10.1016/j.jmsy.2020.02.011,http://h-da.de/ml-ontology/clustering,clustering,0.35305124521255493,1
10.1016/j.jmsy.2020.10.006,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.36757782101631165,1
10.1016/j.jmsy.2021.08.004,http://h-da.de/ml-ontology/audio_classification,audio classification,0.4502599835395813,1
10.1016/j.jmsy.2021.08.004,http://h-da.de/ml-ontology/audio_regression,audio regression,0.431567907333374,2
10.1016/j.jmsy.2021.08.004,http://h-da.de/ml-ontology/time_series_classification,time series classification,0.36919111013412476,3
10.1016/j.jmsy.2021.08.004,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35173630714416504,4
10.1016/j.jmsy.2021.08.009,http://h-da.de/ml-ontology/action_recognition,action recognition,0.3514370322227478,1
10.1016/j.jmsy.2021.10.007,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.36297300457954407,1
10.1016/j.jmsy.2021.12.010,http://h-da.de/ml-ontology/regression,regression,0.35521090030670166,1
10.1016/j.jmsy.2022.03.014,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.36160826683044434,1
10.1016/j.jmsy.2022.05.011,http://h-da.de/ml-ontology/object_detection,object detection,0.37914860248565674,1
10.1016/j.jmsy.2022.10.018,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3554127812385559,1
10.1016/j.jmsy.2023.08.002,http://h-da.de/ml-ontology/image_classification,image classification,0.41992539167404175,1
10.1016/j.jmsy.2023.08.002,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.38360345363616943,2
10.1016/j.jmsy.2024.08.023,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35510146617889404,1
10.1016/j.jmsy.2025.10.001,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.364661306142807,1
10.1016/j.jngse.2021.104045,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3510156273841858,1
10.1016/j.jprocont.2014.11.005,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3812272250652313,1
10.1016/j.jprocont.2014.11.005,http://h-da.de/ml-ontology/image_regression,image regression,0.36591941118240356,2
10.1016/j.jprocont.2023.103036,http://h-da.de/ml-ontology/regression,regression,0.3975500464439392,1
10.1016/j.jpse.2024.100244,http://h-da.de/ml-ontology/audio_classification,audio classification,0.38680726289749146,1
10.1016/j.jpse.2024.100244,http://h-da.de/ml-ontology/classification,classification,0.354991614818573,2
10.1016/j.jsv.2024.118788,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.38992249965667725,1
10.1016/j.jsv.2024.118788,http://h-da.de/ml-ontology/time_series_classification,time series classification,0.3652055859565735,2
10.1016/j.jterra.2016.09.001,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.36719179153442383,1
10.1016/j.jweia.2020.104198,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3788883686065674,1
10.1016/j.jwpe.2025.108344,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.36640939116477966,1
10.1016/j.jwpe.2025.108699,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.36006855964660645,1
10.1016/j.knosys.2014.10.012,http://h-da.de/ml-ontology/audio_classification,audio classification,0.36993345618247986,1
10.1016/j.knosys.2014.10.012,http://h-da.de/ml-ontology/image_classification,image classification,0.3667265474796295,2
10.1016/j.knosys.2014.10.012,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3595541715621948,3
10.1016/j.knosys.2021.107469,http://h-da.de/ml-ontology/tabular_clustering,tabular clustering,0.43891027569770813,1
10.1016/j.knosys.2021.107469,http://h-da.de/ml-ontology/clustering,clustering,0.4373774230480194,2
10.1016/j.knosys.2021.107469,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3710475564002991,3
10.1016/j.knosys.2021.107469,http://h-da.de/ml-ontology/binary_classification,binary classification,0.366520494222641,4
10.1016/j.knosys.2021.107469,http://h-da.de/ml-ontology/association_rule_learning,association rule learning,0.35086023807525635,5
10.1016/j.knosys.2024.112445,http://h-da.de/ml-ontology/anomaly_detection,anomaly detection,0.509445309638977,1
10.1016/j.knosys.2025.114197,http://h-da.de/ml-ontology/text_classification,text classification,0.38155224919319153,1
10.1016/j.lwt.2025.117585,http://h-da.de/ml-ontology/feature_selection,feature selection,0.40493202209472656,1
10.1016/j.lwt.2025.117585,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.37069761753082275,2
10.1016/j.lwt.2025.117585,http://h-da.de/ml-ontology/feature_reduction,feature reduction,0.3610643744468689,3
10.1016/j.matpr.2020.07.245,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3781089186668396,1
10.1016/j.matpr.2021.02.059,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.36225059628486633,1
10.1016/j.matpr.2021.02.061,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3808850347995758,1
10.1016/j.matpr.2021.05.474,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3619801104068756,1
10.1016/j.matpr.2021.05.474,http://h-da.de/ml-ontology/time_series_analysis,time series analysis,0.3543659448623657,2
10.1016/j.matpr.2022.01.285,http://h-da.de/ml-ontology/image_classification,image classification,0.45258408784866333,1
10.1016/j.matpr.2022.01.285,http://h-da.de/ml-ontology/video_classification,video classification,0.39703819155693054,2
10.1016/j.matpr.2022.04.541,http://h-da.de/ml-ontology/image_regression,image regression,0.35640186071395874,1
10.1016/j.matpr.2022.05.409,http://h-da.de/ml-ontology/sentiment_analysis,sentiment analysis,0.6105269193649292,1
10.1016/j.matpr.2022.05.409,http://h-da.de/ml-ontology/text_classification,text classification,0.5012057423591614,2
10.1016/j.matpr.2022.05.409,http://h-da.de/ml-ontology/text_regression,text regression,0.41907232999801636,3
10.1016/j.matpr.2022.05.409,http://h-da.de/ml-ontology/named_entity_recognition,named entity recognition,0.40411967039108276,4
10.1016/j.matpr.2022.05.409,http://h-da.de/ml-ontology/classification,classification,0.3972552418708801,5
10.1016/j.matpr.2022.06.250,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3562467396259308,1
10.1016/j.matpr.2022.06.474,http://h-da.de/ml-ontology/object_detection,object detection,0.38265812397003174,1
10.1016/j.matpr.2022.06.474,http://h-da.de/ml-ontology/image_classification,image classification,0.3509800434112549,2
10.1016/j.matpr.2022.09.271,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35701507329940796,1
10.1016/j.measen.2024.101473,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3711997866630554,1
10.1016/j.measen.2024.101473,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3660231828689575,2
10.1016/j.measen.2024.101570,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.4015650451183319,1
10.1016/j.measen.2025.101880,http://h-da.de/ml-ontology/action_recognition,action recognition,0.4078720510005951,1
10.1016/j.measurement.2019.107138,http://h-da.de/ml-ontology/audio_classification,audio classification,0.38721704483032227,1
10.1016/j.measurement.2019.107138,http://h-da.de/ml-ontology/time_series_classification,time series classification,0.382704496383667,2
10.1016/j.measurement.2019.107138,http://h-da.de/ml-ontology/action_recognition,action recognition,0.35557258129119873,3
10.1016/j.measurement.2021.109448,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.381941020488739,1
10.1016/j.measurement.2021.110085,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3541293442249298,1
10.1016/j.measurement.2024.114242,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.37965548038482666,1
10.1016/j.measurement.2024.115303,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3541052043437958,1
10.1016/j.measurement.2025.117737,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35159996151924133,1
10.1016/j.measurement.2025.117758,http://h-da.de/ml-ontology/classification,classification,0.44757896661758423,1
10.1016/j.measurement.2025.117758,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.40473803877830505,2
10.1016/j.measurement.2025.117758,http://h-da.de/ml-ontology/audio_classification,audio classification,0.38579457998275757,3
10.1016/j.measurement.2025.117758,http://h-da.de/ml-ontology/time_series_classification,time series classification,0.3773622512817383,4
10.1016/j.measurement.2025.117758,http://h-da.de/ml-ontology/image_classification,image classification,0.37624886631965637,5
10.1016/j.measurement.2025.117916,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.36874669790267944,1
10.1016/j.measurement.2025.118006,http://h-da.de/ml-ontology/object_detection,object detection,0.35579606890678406,1
10.1016/j.measurement.2025.118153,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.4026212990283966,1
10.1016/j.measurement.2025.119261,http://h-da.de/ml-ontology/anomaly_detection,anomaly detection,0.4127432107925415,1
10.1016/j.measurement.2025.119261,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.38394853472709656,2
10.1016/j.medengphy.2024.104208,http://h-da.de/ml-ontology/time_series_classification,time series classification,0.3623722791671753,1
10.1016/j.mex.2025.103181,http://h-da.de/ml-ontology/anomaly_detection,anomaly detection,0.42138388752937317,1
10.1016/j.mex.2025.103181,http://h-da.de/ml-ontology/time_series_classification,time series classification,0.3503771126270294,2
10.1016/j.mfglet.2022.07.104,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3708292841911316,1
10.1016/j.mfglet.2023.08.010,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.36092257499694824,1
10.1016/j.mfglet.2024.09.022,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3788338303565979,1
10.1016/j.mfglet.2024.09.101,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35286569595336914,1
10.1016/j.mfglet.2024.09.143,http://h-da.de/ml-ontology/time_series_classification,time series classification,0.46938979625701904,1
10.1016/j.mfglet.2024.09.143,http://h-da.de/ml-ontology/feature_reduction,feature reduction,0.3545117974281311,2
10.1016/j.microc.2025.115133,http://h-da.de/ml-ontology/image_classification,image classification,0.3648461103439331,1
10.1016/j.mineng.2019.01.032,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.40045595169067383,1
10.1016/j.mineng.2025.109424,http://h-da.de/ml-ontology/time_series_forecasting,time series forecasting,0.3976767659187317,1
10.1016/j.mineng.2025.109424,http://h-da.de/ml-ontology/image_regression,image regression,0.377294659614563,2
10.1016/j.mineng.2025.109424,http://h-da.de/ml-ontology/audio_regression,audio regression,0.376451313495636,3
10.1016/j.mineng.2025.109424,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.35915324091911316,4
10.1016/j.molliq.2023.122948,http://h-da.de/ml-ontology/classification,classification,0.3528946340084076,1
10.1016/j.molliq.2025.126933,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.3552524447441101,1
10.1016/j.molliq.2025.126933,http://h-da.de/ml-ontology/regression,regression,0.353519082069397,2
10.1016/j.mtcomm.2022.105162,http://h-da.de/ml-ontology/feature_extraction,feature extraction,0.4377368092536926,1
10.1016/j.mtcomm.2022.105162,http://h-da.de/ml-ontology/feature_reduction,feature reduction,0.40716680884361267,2
10.1016/j.mtcomm.2022.105162,http://h-da.de/ml-ontology/image_regression,image regression,0.3809811472892761,3
10.1016/j.mtcomm.2022.105162,http://h-da.de/ml-ontology/audio_regression,audio regression,0.3771423101425171,4
